scene,loc_id,sigma_1,n_raw,n_planned,clamped,x,y,z,probe_seconds
frl_apartment_0,55,0.045659,7,7,,1.081414,-1.642777,4.112875,1.01
frl_apartment_0,56,0.041865,6,6,,1.081414,-1.642777,3.612875,0.95
frl_apartment_0,57,0.041237,6,6,,1.081414,-1.642777,3.112875,1.02
frl_apartment_0,58,0.042650,6,6,,1.081414,-1.642777,2.612875,1.01
frl_apartment_0,59,0.042704,6,6,,1.081414,-1.642777,2.112875,1.01
frl_apartment_0,60,0.044372,6,6,,1.081414,-1.642777,1.612875,1.02
frl_apartment_0,66,0.056590,10,10,,1.581414,-1.642777,5.112875,1.00
frl_apartment_0,67,0.044506,6,6,,1.581414,-1.642777,4.612875,0.98
frl_apartment_0,68,0.047781,7,7,,1.581414,-1.642777,4.112875,0.99
frl_apartment_0,69,0.041367,6,6,,1.581414,-1.642777,3.612875,1.00
frl_apartment_0,70,0.041783,6,6,,1.581414,-1.642777,3.112875,0.91
frl_apartment_0,71,0.036336,4,6,min,1.581414,-1.642777,2.612875,1.00
frl_apartment_0,72,0.037898,5,6,min,1.581414,-1.642777,2.112875,0.98
frl_apartment_0,73,0.046472,7,7,,1.581414,-1.642777,1.612875,0.96
frl_apartment_0,75,0.057466,10,10,,2.081414,-1.642777,5.112875,1.08
frl_apartment_0,76,0.044658,6,6,,2.081414,-1.642777,4.612875,1.00
frl_apartment_0,77,0.050873,8,8,,2.081414,-1.642777,4.112875,0.96
frl_apartment_0,80,0.035325,4,6,min,2.081414,-1.642777,2.612875,0.94
frl_apartment_0,81,0.033687,4,6,min,2.081414,-1.642777,2.112875,1.00
frl_apartment_0,82,0.040664,5,6,min,2.081414,-1.642777,1.612875,0.96
frl_apartment_0,86,0.056736,10,10,,2.581414,-1.642777,8.112875,1.00
frl_apartment_0,87,0.060518,11,11,,2.581414,-1.642777,7.612875,1.03
frl_apartment_0,88,0.073280,16,16,,2.581414,-1.642777,7.112875,1.02
frl_apartment_0,89,0.100157,30,30,,2.581414,-1.642777,6.612875,1.02
frl_apartment_0,91,0.048434,7,7,,2.581414,-1.642777,5.112875,0.93
frl_apartment_0,92,0.040498,5,6,min,2.581414,-1.642777,4.612875,0.93
frl_apartment_0,97,0.036575,4,6,min,2.581414,-1.642777,2.112875,0.94
frl_apartment_0,98,0.039295,5,6,min,2.581414,-1.642777,1.612875,0.96
frl_apartment_0,101,0.054315,9,9,,3.081414,-1.642777,8.112875,1.07
frl_apartment_0,102,0.051112,8,8,,3.081414,-1.642777,7.612875,1.01
frl_apartment_0,105,0.056130,10,10,,3.081414,-1.642777,6.112875,1.03
frl_apartment_0,106,0.055185,9,9,,3.081414,-1.642777,5.612875,0.98
frl_apartment_0,107,0.042276,6,6,,3.081414,-1.642777,5.112875,0.97
frl_apartment_0,108,0.038035,5,6,min,3.081414,-1.642777,4.612875,0.94
frl_apartment_0,109,0.049305,8,8,,3.081414,-1.642777,4.112875,0.97
frl_apartment_0,112,0.032672,4,6,min,3.081414,-1.642777,2.612875,0.96
frl_apartment_0,113,0.032276,4,6,min,3.081414,-1.642777,2.112875,0.96
frl_apartment_0,114,0.035343,4,6,min,3.081414,-1.642777,1.612875,0.94
frl_apartment_0,115,0.040577,5,6,min,3.081414,-1.642777,1.112875,0.95
frl_apartment_0,116,0.047687,7,7,,3.081414,-1.642777,0.612875,0.96
frl_apartment_0,119,0.051762,8,8,,3.581414,-1.642777,8.112875,1.07
frl_apartment_0,120,0.045150,7,7,,3.581414,-1.642777,7.612875,1.03
frl_apartment_0,123,0.042404,6,6,,3.581414,-1.642777,6.112875,0.99
frl_apartment_0,124,0.040193,5,6,min,3.581414,-1.642777,5.612875,0.99
frl_apartment_0,125,0.037811,5,6,min,3.581414,-1.642777,5.112875,1.00
frl_apartment_0,126,0.034319,4,6,min,3.581414,-1.642777,4.612875,1.03
frl_apartment_0,127,0.034959,4,6,min,3.581414,-1.642777,4.112875,0.96
frl_apartment_0,129,0.032684,4,6,min,3.581414,-1.642777,3.112875,0.94
frl_apartment_0,130,0.032842,4,6,min,3.581414,-1.642777,2.612875,0.98
frl_apartment_0,131,0.031955,4,6,min,3.581414,-1.642777,2.112875,0.95
frl_apartment_0,132,0.032125,4,6,min,3.581414,-1.642777,1.612875,0.95
frl_apartment_0,133,0.038346,5,6,min,3.581414,-1.642777,1.112875,0.97
frl_apartment_0,134,0.051921,8,8,,3.581414,-1.642777,0.612875,0.96
frl_apartment_0,135,0.046685,7,7,,3.581414,-1.642777,0.112875,0.97
frl_apartment_0,142,0.052292,9,9,,4.081413,-1.642777,8.112875,1.03
frl_apartment_0,147,0.037779,5,6,min,4.081413,-1.642777,5.612875,0.95
frl_apartment_0,148,0.037625,5,6,min,4.081413,-1.642777,5.112875,1.01
frl_apartment_0,149,0.034982,4,6,min,4.081413,-1.642777,4.612875,1.00
frl_apartment_0,150,0.033691,4,6,min,4.081413,-1.642777,4.112875,0.99
frl_apartment_0,151,0.032465,4,6,min,4.081413,-1.642777,3.612875,0.98
frl_apartment_0,152,0.032418,4,6,min,4.081413,-1.642777,3.112875,0.89
frl_apartment_0,153,0.034374,4,6,min,4.081413,-1.642777,2.612875,0.90
frl_apartment_0,154,0.033302,4,6,min,4.081413,-1.642777,2.112875,0.96
frl_apartment_0,155,0.035199,4,6,min,4.081413,-1.642777,1.612875,0.95
frl_apartment_0,156,0.042266,6,6,,4.081413,-1.642777,1.112875,0.96
frl_apartment_0,157,0.043259,6,6,,4.081413,-1.642777,0.612875,0.96
frl_apartment_0,158,0.049357,8,8,,4.081413,-1.642777,0.112875,0.98
frl_apartment_0,166,0.049431,8,8,,4.581413,-1.642777,8.112875,1.11
frl_apartment_0,167,0.045549,7,7,,4.581413,-1.642777,7.612875,0.99
frl_apartment_0,168,0.039221,5,6,min,4.581413,-1.642777,7.112875,0.98
frl_apartment_0,169,0.041324,6,6,,4.581413,-1.642777,6.612875,0.99
frl_apartment_0,170,0.045543,7,7,,4.581413,-1.642777,6.112875,1.00
frl_apartment_0,171,0.041752,6,6,,4.581413,-1.642777,5.612875,1.02
frl_apartment_0,172,0.042597,6,6,,4.581413,-1.642777,5.112875,1.03
frl_apartment_0,173,0.038533,5,6,min,4.581413,-1.642777,4.612875,0.98
frl_apartment_0,174,0.033750,4,6,min,4.581413,-1.642777,4.112875,1.02
frl_apartment_0,175,0.032127,4,6,min,4.581413,-1.642777,3.612875,0.93
frl_apartment_0,176,0.033916,4,6,min,4.581413,-1.642777,3.112875,0.98
frl_apartment_0,177,0.035562,4,6,min,4.581413,-1.642777,2.612875,0.98
frl_apartment_0,178,0.036382,4,6,min,4.581413,-1.642777,2.112875,0.98
frl_apartment_0,179,0.040242,5,6,min,4.581413,-1.642777,1.612875,0.97
frl_apartment_0,180,0.042754,6,6,,4.581413,-1.642777,1.112875,0.95
frl_apartment_0,181,0.045500,7,7,,4.581413,-1.642777,0.612875,0.98
frl_apartment_0,182,0.054725,9,9,,4.581413,-1.642777,0.112875,0.90
frl_apartment_0,189,0.066053,13,13,,5.081413,-1.642777,8.112875,1.07
frl_apartment_0,195,0.059195,11,11,,5.081413,-1.642777,5.112875,0.96
frl_apartment_0,198,0.038748,5,6,min,5.081413,-1.642777,3.612875,0.94
frl_apartment_0,201,0.047484,7,7,,5.081413,-1.642777,2.112875,0.95
frl_apartment_0,202,0.046232,7,7,,5.081413,-1.642777,1.612875,0.96
frl_apartment_0,203,0.046147,7,7,,5.081413,-1.642777,1.112875,0.96
frl_apartment_0,204,0.048989,8,8,,5.081413,-1.642777,0.612875,0.97
frl_apartment_0,211,0.080703,20,20,,5.581413,-1.642777,8.112875,1.12
frl_apartment_0,224,0.055412,10,10,,5.581413,-1.642777,1.612875,0.84
