scene,loc_id,sigma_1,n_raw,n_planned,clamped,x,y,z,probe_seconds
frl_apartment_1,134,0.033255,4,6,min,3.028178,-1.527613,-4.146568,0.97
frl_apartment_1,135,0.034942,4,6,min,3.028178,-1.527613,-4.646568,0.97
frl_apartment_1,140,0.045216,7,7,,3.528178,-1.527613,-0.646569,1.11
frl_apartment_1,141,0.043996,6,6,,3.528178,-1.527613,-1.146569,1.01
frl_apartment_1,142,0.041807,6,6,,3.528178,-1.527613,-1.646569,1.00
frl_apartment_1,143,0.042692,6,6,,3.528178,-1.527613,-2.146569,0.98
frl_apartment_1,144,0.035777,4,6,min,3.528178,-1.527613,-2.646569,0.97
frl_apartment_1,145,0.029358,3,6,min,3.528178,-1.527613,-3.146569,0.91
frl_apartment_1,146,0.027256,3,6,min,3.528178,-1.527613,-3.646569,0.92
frl_apartment_1,147,0.033100,4,6,min,3.528178,-1.527613,-4.146568,0.98
frl_apartment_1,148,0.035423,4,6,min,3.528178,-1.527613,-4.646568,0.97
frl_apartment_1,153,0.051795,8,8,,4.028178,-1.527613,-0.646569,1.13
frl_apartment_1,154,0.046095,7,7,,4.028178,-1.527613,-1.146569,0.99
frl_apartment_1,155,0.049023,8,8,,4.028178,-1.527613,-1.646569,1.00
frl_apartment_1,156,0.046390,7,7,,4.028178,-1.527613,-2.146569,1.00
frl_apartment_1,157,0.035678,4,6,min,4.028178,-1.527613,-2.646569,0.97
frl_apartment_1,158,0.029834,3,6,min,4.028178,-1.527613,-3.146569,0.98
frl_apartment_1,159,0.028009,3,6,min,4.028178,-1.527613,-3.646569,0.97
frl_apartment_1,160,0.034298,4,6,min,4.028178,-1.527613,-4.146568,0.98
frl_apartment_1,167,0.067450,14,14,,4.528178,-1.527613,-1.646569,1.14
frl_apartment_1,168,0.059528,11,11,,4.528178,-1.527613,-2.146569,1.03
frl_apartment_1,169,0.038605,5,6,min,4.528178,-1.527613,-2.646569,0.99
frl_apartment_1,170,0.032800,4,6,min,4.528178,-1.527613,-3.146569,1.00
frl_apartment_1,171,0.032448,4,6,min,4.528178,-1.527613,-3.646569,0.99
frl_apartment_1,172,0.035626,4,6,min,4.528178,-1.527613,-4.146568,0.99
frl_apartment_1,173,0.034272,4,6,min,4.528178,-1.527613,-4.646568,1.01
frl_apartment_1,174,0.044052,6,6,,4.528178,-1.527613,-5.146568,0.95
frl_apartment_1,184,0.034147,4,6,min,5.028178,-1.527613,-3.646569,1.00
frl_apartment_1,185,0.039928,5,6,min,5.028178,-1.527613,-4.146568,0.99
frl_apartment_1,186,0.039731,5,6,min,5.028178,-1.527613,-4.646568,1.00
frl_apartment_1,187,0.048517,7,7,,5.028178,-1.527613,-5.146568,1.00
frl_apartment_1,188,0.078225,19,19,,5.028178,-1.527613,-5.646568,0.99
frl_apartment_1,191,0.038958,5,6,min,5.528178,-1.527613,-3.646569,0.94
frl_apartment_1,194,0.050027,8,8,,5.528178,-1.527613,-5.146568,1.00
frl_apartment_1,195,0.110863,37,37,,5.528178,-1.527613,-5.646568,1.02
frl_apartment_1,197,0.040580,5,6,min,6.028178,-1.527613,-3.146569,0.88
frl_apartment_1,198,0.036664,4,6,min,6.028178,-1.527613,-3.646569,0.92
frl_apartment_1,201,0.052295,9,9,,6.028178,-1.527613,-5.146568,1.00
frl_apartment_1,202,0.093404,26,26,,6.028178,-1.527613,-5.646568,1.01
frl_apartment_1,204,0.039672,5,6,min,6.528178,-1.527613,-3.146569,0.88
frl_apartment_1,205,0.038974,5,6,min,6.528178,-1.527613,-3.646569,0.92
frl_apartment_1,208,0.046923,7,7,,6.528178,-1.527613,-5.146568,0.97
frl_apartment_1,209,0.075035,17,17,,6.528178,-1.527613,-5.646568,0.96
frl_apartment_1,211,0.039829,5,6,min,7.028178,-1.527613,-3.146569,0.93
frl_apartment_1,212,0.041754,6,6,,7.028178,-1.527613,-3.646569,0.95
frl_apartment_1,214,0.041679,6,6,,7.028178,-1.527613,-4.646568,0.94
frl_apartment_1,215,0.045469,7,7,,7.028178,-1.527613,-5.146568,0.98
frl_apartment_1,216,0.060903,11,11,,7.028178,-1.527613,-5.646568,0.96
frl_apartment_1,219,0.046005,7,7,,7.528178,-1.527613,-3.146569,0.94
frl_apartment_1,220,0.040996,5,6,min,7.528178,-1.527613,-3.646569,0.96
frl_apartment_1,221,0.046437,7,7,,7.528178,-1.527613,-4.146568,0.96
frl_apartment_1,222,0.044263,6,6,,7.528178,-1.527613,-4.646568,0.95
frl_apartment_1,223,0.051145,8,8,,7.528178,-1.527613,-5.146568,0.94
frl_apartment_1,224,0.065197,13,13,,7.528178,-1.527613,-5.646568,0.93
frl_apartment_1,227,0.049366,8,8,,8.028178,-1.527613,-3.146569,0.94
frl_apartment_1,228,0.046745,7,7,,8.028178,-1.527613,-3.646569,0.95
frl_apartment_1,229,0.044358,6,6,,8.028178,-1.527613,-4.146568,0.95
frl_apartment_1,230,0.048587,7,7,,8.028178,-1.527613,-4.646568,0.95
frl_apartment_1,231,0.052515,9,9,,8.028178,-1.527613,-5.146568,0.95
frl_apartment_1,235,0.056534,10,10,,8.528178,-1.527613,-3.146569,0.94
